county_fips,PCT_poverty_rate_2015,PCT_poverty_rate_2015_children
48003,10.4,13.4
48005,17.9,27.6
48007,18.2,32.9
48009,9.5,12.8
48011,10.4,14.3
48013,20.4,29.9
48015,12.7,18.9
48017,15.8,26.0
48019,13.3,23.8
48021,12.7,21.7
48023,17.4,28.4
48025,23.4,29.0
48027,15.9,23.0
48029,15.6,22.2
48031,10.9,18.2
48033,10.2,14.5
48035,15.0,24.6
48037,18.6,26.2
48039,10.6,13.5
48041,24.0,19.7
48043,14.8,21.9
48045,16.6,30.4
48047,31.7,46.5
48049,18.2,25.7
48051,15.5,24.7
48053,13.2,22.3
48055,17.8,25.2
48057,16.8,26.2
48059,13.0,21.0
48061,32.0,45.9
48063,18.8,30.6
48065,8.5,11.2
48067,20.0,29.4
48069,18.8,28.8
48071,9.6,12.0
48073,19.0,27.6
48075,22.3,27.5
48077,12.3,18.9
48079,22.5,34.7
48081,13.5,21.3
48083,20.0,33.6
48085,6.6,8.2
48087,19.0,32.1
48089,14.5,23.6
48091,8.3,12.7
48093,16.8,27.2
48095,26.4,25.5
48097,13.2,20.5
48099,16.0,24.0
48101,21.4,36.1
48103,9.6,12.8
48105,12.9,18.6
48107,22.8,34.8
48109,23.9,37.2
48111,12.0,17.7
48113,17.9,26.5
48115,21.9,29.5
48117,19.4,28.1
48119,18.5,28.4
48121,8.0,9.0
48123,19.2,27.2
48125,22.2,29.2
48127,24.4,34.5
48129,20.2,32.8
48131,25.4,37.4
48133,18.1,27.9
48135,12.6,17.4
48137,22.2,39.6
48139,10.9,15.6
48141,20.3,29.4
48143,17.7,21.1
48145,23.9,32.7
48147,16.4,23.0
48149,12.0,17.9
48151,15.2,22.6
48153,21.8,36.4
48155,17.8,28.2
48157,7.0,9.7
48159,16.4,27.0
48161,15.8,21.9
48163,29.3,35.8
48165,13.3,20.1
48167,14.0,19.1
48169,26.8,27.3
48171,10.4,18.0
48173,7.8,10.5
48175,14.1,21.2
48177,16.4,25.6
48179,13.0,17.8
48181,15.2,22.6
48183,17.0,23.4
48185,17.8,25.3
48187,10.3,14.5
48189,20.3,29.4
48191,25.5,39.8
48193,15.4,25.8
48195,11.7,16.9
48197,18.0,29.7
48199,11.8,16.3
48201,16.6,25.3
48203,18.5,26.9
48205,9.9,10.1
48207,22.3,30.6
48209,13.6,14.1
48211,8.6,13.1
48213,16.2,26.8
48215,31.1,42.9
48217,17.8,29.2
48219,15.9,22.6
48221,9.8,18.0
48223,15.9,24.4
48225,27.0,35.7
48227,19.1,23.1
48229,25.0,38.4
48231,16.5,23.1
48233,14.2,19.8
48235,7.9,11.2
48237,17.1,21.0
48239,13.6,19.0
48241,15.7,24.8
48243,13.3,35.9
48245,16.9,23.6
48247,23.2,33.9
48249,22.1,30.9
48251,11.4,17.2
48253,21.4,25.1
48255,20.0,25.7
48257,13.1,15.8
48259,8.0,11.7
48261,16.5,26.5
48263,11.3,18.1
48265,14.3,26.7
48267,20.0,37.0
48269,11.0,16.2
48271,20.6,26.5
48273,24.3,33.0
48275,19.2,31.7
48277,18.8,28.9
48279,21.8,31.6
48281,13.9,22.7
48283,27.9,33.3
48285,12.2,17.4
48287,12.4,18.2
48289,13.8,21.4
48291,15.8,22.4
48293,19.1,28.9
48295,9.7,11.2
48297,15.8,21.7
48299,14.8,27.3
48301,14.3,28.6
48303,20.1,24.3
48305,20.5,31.1
48307,18.6,29.2
48309,19.9,26.9
48311,10.0,15.8
48313,19.2,26.1
48315,23.4,36.4
48317,11.4,16.2
48319,13.8,23.3
48321,20.5,30.9
48323,23.9,32.2
48325,14.8,21.4
48327,20.8,38.2
48329,8.9,13.1
48331,16.9,27.5
48333,16.6,26.1
48335,19.7,24.9
48337,15.2,22.1
48339,10.1,13.9
48341,14.4,20.3
48343,19.5,31.6
48345,17.0,28.6
48347,24.5,30.9
48349,19.6,27.9
48351,21.2,28.1
48353,20.0,30.6
48355,19.9,30.6
48357,8.8,13.3
48359,13.4,29.2
48361,16.1,22.6
48363,18.6,27.8
48365,15.1,20.9
48367,9.4,13.7
48369,14.5,21.1
48371,18.1,23.6
48373,17.2,28.8
48375,22.4,31.8
48377,22.4,32.3
48379,14.4,26.8
48381,8.5,12.0
48383,8.8,11.9
48385,19.4,34.6
48387,20.2,31.0
48389,19.3,24.2
48391,15.4,22.9
48393,6.7,8.7
48395,16.6,28.8
48397,6.0,8.2
48399,18.5,25.4
48401,16.6,22.3
48403,19.7,33.7
48405,24.3,37.3
48407,18.1,30.1
48409,15.5,23.3
48411,18.9,29.2
48413,13.4,21.9
48415,12.7,18.1
48417,13.1,19.4
48419,19.8,29.0
48421,12.8,18.7
48423,16.0,23.2
48425,12.1,17.7
48427,30.9,42.5
48429,18.2,27.7
48431,11.6,17.5
48433,14.5,21.2
48435,12.5,18.4
48437,21.6,34.0
48439,13.1,18.4
48441,14.8,21.7
48443,16.7,21.8
48445,22.5,32.2
48447,13.6,26.9
48449,20.1,28.8
48451,15.6,21.7
48453,13.2,17.8
48455,19.5,32.8
48457,19.9,25.1
48459,15.5,23.6
48461,13.5,18.2
48463,20.7,33.4
48465,22.1,31.8
48467,15.9,22.3
48469,13.6,20.7
48471,22.7,24.9
48473,16.0,21.9
48475,12.8,17.8
48477,14.5,20.0
48479,30.5,41.9
48481,17.2,24.9
48483,12.9,19.0
48485,18.9,26.3
48487,16.5,25.0
48489,35.4,43.0
48491,6.6,8.7
48493,9.4,13.2
48495,13.3,18.5
48497,12.1,17.4
48499,16.6,27.7
48501,11.1,14.8
48503,15.0,22.0
48505,30.9,45.2
48507,32.0,42.2
49001,11.2,14.8
49003,8.4,11.7
49005,16.0,16.0
49007,16.3,20.6
49009,8.0,12.2
49011,6.9,8.3
49013,11.0,12.0
49015,10.4,14.4
49017,11.2,18.0
49019,13.0,21.5
49021,18.3,22.4
49023,10.5,14.2
49025,11.3,17.0
49027,13.1,19.2
49029,4.8,5.3
49031,17.3,31.1
49033,9.1,11.1
49035,10.8,12.8
49037,28.5,31.9
49039,17.2,19.1
49041,14.0,18.8
49043,6.2,8.1
49045,7.2,9.3
49047,9.9,11.4
49049,12.5,11.6
49051,6.9,9.2
49053,13.2,18.5
49055,15.0,25.6
49057,12.4,15.6
50001,8.9,10.9
50003,11.8,17.8
50005,11.5,17.8
50007,10.4,10.2
50009,14.3,22.8
50011,8.1,13.0
50013,8.3,13.2
50015,10.2,13.7
50017,9.8,14.8
50019,13.3,20.0
50021,11.4,17.0
50023,9.3,11.1
50025,13.2,18.1
50027,9.1,12.6
51001,20.4,31.0
51003,9.5,9.6
51005,18.2,24.0
51007,11.1,17.0
51009,15.0,20.6
51011,14.2,20.9
51013,7.1,8.8
51015,9.3,12.9
51017,10.3,14.6
51019,9.1,12.8
51021,13.6,17.8
51023,7.4,9.3
51025,22.1,29.2
51027,28.8,33.6
51029,20.2,27.5
51031,11.7,16.3
51033,12.0,17.2
51035,15.0,24.3
51036,11.6,19.5
51037,19.2,28.4
51041,6.9,9.5
51043,8.4,10.4
51045,11.9,21.7
51047,10.2,14.9
51049,19.6,30.8
51051,25.0,33.0
51053,12.4,17.5
51057,15.5,26.7
51059,6.2,7.5
51061,6.8,8.3
51063,11.9,18.2
51065,7.8,10.4
51067,13.1,19.1
51069,7.7,10.7
51071,10.6,17.6
51073,9.3,14.7
51075,7.4,9.8
51077,20.1,29.4
51079,9.3,13.9
51081,27.9,28.7
51083,16.9,25.6
51085,6.2,7.1
51087,9.3,13.0
51089,19.6,30.5
51091,13.8,24.2
51093,9.9,13.1
51095,7.1,10.2
51097,14.0,20.5
51099,7.1,9.6
51101,7.9,12.2
51103,13.1,26.2
51105,25.9,36.3
51107,3.7,4.0
51109,10.6,16.7
51111,21.1,29.0
51113,10.4,18.2
51115,10.2,17.9
51117,20.4,27.5
51119,12.8,25.1
51121,20.8,15.2
51125,13.9,23.2
51127,6.7,10.2
51131,20.5,33.7
51133,13.7,29.0
51135,23.7,28.7
51137,10.4,15.2
51139,15.0,23.2
51141,17.0,25.5
51143,17.1,25.6
51145,6.4,8.5
51147,22.3,29.1
51149,9.9,12.3
51153,6.7,9.0
51155,15.0,22.1
51157,9.8,15.6
51159,17.7,23.0
51161,7.3,9.4
51163,12.8,18.6
51165,11.0,14.0
51167,21.2,28.2
51169,19.2,24.5
51171,11.5,17.7
51173,18.1,27.6
51175,15.2,20.9
51177,7.7,10.9
51179,5.4,7.1
51181,13.0,20.0
51183,22.1,29.0
51185,17.2,24.1
51187,10.8,15.1
51191,16.3,22.7
51193,14.1,28.9
51195,22.7,30.9
51197,14.4,21.3
51199,5.3,6.8
51510,9.1,14.5
51515,,
51520,19.3,33.4
51530,17.3,24.6
51540,20.7,22.6
51550,9.7,13.9
51570,10.6,16.7
51580,18.3,28.6
51590,23.5,39.4
51595,22.5,38.3
51600,7.3,7.8
51610,3.4,3.3
51620,19.4,35.2
51630,15.9,22.8
51640,24.2,36.5
51650,15.2,23.5
51660,30.9,23.7
51670,20.6,33.7
51678,22.9,13.4
51680,23.1,28.4
51683,9.6,15.4
51685,7.7,12.7
51690,23.7,37.1
51700,16.8,25.7
51710,21.5,29.6
51720,23.7,37.5
51730,28.4,43.0
51735,5.4,6.6
51740,18.6,30.5
51750,32.8,21.5
51760,24.4,36.3
51770,21.3,32.9
51775,10.2,13.8
51790,15.2,23.0
51800,13.1,18.0
51810,8.2,12.4
51820,16.0,26.2
51830,22.0,25.1
51840,17.8,25.6
53001,16.5,21.5
53003,15.7,24.4
53005,14.2,19.7
53007,12.7,18.3
53009,15.6,24.2
53011,10.6,14.5
53013,15.2,25.2
53015,15.7,22.8
53017,13.5,21.0
53019,20.4,30.5
53021,15.6,21.3
53023,15.2,22.4
53025,16.1,20.6
53027,16.0,24.9
53029,8.4,12.7
53031,11.9,23.3
53033,9.8,10.6
53035,9.9,11.8
53037,20.0,16.3
53039,17.2,23.6
53041,15.3,22.0
53043,14.0,18.6
53045,16.9,27.0
53047,20.5,28.2
53049,18.8,25.8
53051,19.6,31.0
53053,12.4,16.7
53055,11.5,18.5
53057,14.9,20.4
53059,14.5,20.5
53061,9.3,11.5
53063,15.5,19.6
53065,19.7,27.2
53067,12.2,15.0
53069,12.6,25.0
53071,16.5,20.9
53073,14.4,14.5
53075,20.8,14.4
53077,19.1,27.4
54001,20.1,28.2
54003,12.5,18.5
54005,23.4,30.6
54007,23.7,33.3
54009,14.9,20.3
54011,20.2,26.5
54013,20.0,30.0
54015,27.7,37.4
54017,18.1,25.8
54019,19.9,28.9
54021,25.8,26.3
54023,15.9,24.4
54025,19.0,27.1
54027,18.6,27.9
54029,13.7,21.5
54031,14.4,23.9
54033,16.0,21.9
54035,15.4,22.8
54037,10.6,13.8
54039,16.5,24.8
54041,20.6,27.5
54043,28.3,36.6
54045,22.4,29.9
54047,34.5,46.8
54049,16.0,22.1
54051,12.6,20.6
54053,22.3,30.2
54055,21.1,29.9
54057,15.4,21.5
54059,29.0,38.7
54061,19.6,15.5
54063,18.5,24.7
54065,14.1,22.0
54067,18.5,27.0
54069,14.0,19.5
54071,16.4,25.7
54073,15.4,19.8
54075,18.9,30.1
54077,17.0,23.2
54079,10.4,13.0
54081,19.9,27.9
54083,19.8,28.4
54085,18.5,25.6
54087,21.1,30.1
54089,26.4,35.9
54091,16.2,22.8
54093,17.1,24.1
54095,16.3,23.3
54097,17.3,26.1
54099,22.5,31.1
54101,29.6,41.0
54103,20.0,29.1
54105,17.9,27.0
54107,17.3,25.3
54109,22.5,31.6
55001,17.4,29.3
55003,17.2,25.1
55005,10.5,17.0
55007,11.1,20.7
55009,11.1,14.4
55011,10.2,13.5
55013,13.1,22.3
55015,6.2,7.6
55017,10.8,15.3
55019,13.9,21.0
55021,8.9,12.6
55023,14.5,20.6
55025,11.2,10.4
55027,8.7,11.7
55029,8.5,14.5
55031,14.8,20.1
55033,13.5,16.2
55035,13.6,15.7
55037,12.2,20.2
55039,9.4,12.3
55041,14.5,22.3
55043,14.0,16.7
55045,7.5,10.7
55047,12.2,19.9
55049,9.5,12.3
55051,13.0,20.5
55053,12.4,19.6
55055,9.2,12.4
55057,14.5,21.2
55059,12.7,18.9
55061,8.2,10.3
55063,14.4,12.4
55065,10.5,16.9
55067,14.4,22.8
55069,9.8,14.7
55071,10.7,15.1
55073,9.5,13.5
55075,12.7,18.6
55077,12.0,19.6
55078,35.2,50.9
55079,20.3,29.5
55081,12.8,19.6
55083,9.7,13.9
55085,9.5,16.2
55087,9.0,12.0
55089,5.2,5.2
55091,10.1,16.9
55093,9.8,9.2
55095,10.1,14.2
55097,12.2,12.1
55099,13.0,18.2
55101,12.4,18.4
55103,14.2,21.8
55105,13.9,20.1
55107,14.0,23.2
55109,5.7,6.9
55111,11.7,16.8
55113,15.5,27.8
55115,11.6,18.8
55117,9.0,11.8
55119,12.4,19.5
55121,9.4,13.5
55123,14.8,26.4
55125,13.4,22.8
55127,12.4,14.7
55129,13.5,22.7
55131,5.3,6.4
55133,4.7,5.1
55135,10.7,14.4
55137,11.8,20.2
55139,11.3,13.3
55141,11.3,16.1
56001,20.1,15.9
56003,12.1,13.9
56005,7.5,8.9
56007,11.4,13.7
56009,8.5,11.3
56011,7.7,10.7
56013,12.9,18.2
56015,15.1,19.3
56017,11.9,16.3
56019,8.2,10.6
56021,10.6,13.6
56023,8.8,10.6
56025,11.0,14.2
56027,13.3,19.0
56029,9.6,13.8
56031,11.7,17.4
56033,9.5,13.2
56035,6.1,7.1
56037,8.5,10.2
56039,6.6,7.6
56041,9.8,11.9
56043,11.2,15.7
56045,9.8,13.1
