,county_fips,PCT_reduced_lunch_2009,PCT_reduced_lunch_2014,PCT_reduced_lunch_average,PCT_reduced_lunch_change,PCT_free_lunch_2009,PCT_free_lunch_2014,PCT_free_lunch_average,PCT_free_lunch_change
118,5015,12.814526588845654,12.141779788838612,12.478,-0.673,51.64721141374839,58.371040723981906,55.009,6.724
119,5017,0.05743825387708214,0.0,0.029,-0.057,98.7363584147042,98.13664596273291,98.437,-0.6
120,5019,10.612475303415184,11.199722607489598,10.906,0.587,48.40530623765171,50.69348127600555,49.549,2.288
121,5021,12.427953890489913,15.072237407262786,13.75,2.644,50.14409221902017,48.77001171417415,49.457,-1.374
122,5023,11.706586826347305,10.430170889805538,11.068,-1.276,41.73652694610778,44.46081319976429,43.099,2.724
123,5025,8.407994486560993,8.14030443414957,8.274,-0.268,39.421088904204,44.010589013898084,41.716,4.59
124,5027,7.967795669072737,7.683982683982683,7.826,-0.284,55.441421432537474,58.87445887445888,57.158,3.433
125,5029,12.354867520095267,10.41603401153963,11.385,-1.939,49.24084548972908,56.240510173094435,52.741,7.0
126,5031,9.407320245246794,9.275554817643478,9.341,-0.132,44.546974670217374,47.783496596380544,46.165,3.237
127,5033,11.79245283018868,11.024844720496894,11.409,-0.768,44.17942328230687,55.33430763609791,49.757,11.155
128,5035,3.59038963376226,3.754463854840266,3.672,0.164,78.77260865652839,81.59444069105298,80.184,2.822
